module_name	pathway_name	original_ko_rule	converted_rule	human_readable
M00106	Conjugated bile acid biosynthesis, cholate => taurocholate/glycocholate	K08748 K00659	K08748__K00659	K08748 __ K00659
M00107	Steroid hormone biosynthesis, cholesterol => pregnenolone => progesterone	K00498 K00070	K00498__K00070	K00498 __ K00070
M00108	C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone	K00513 (K00497,K07433) K07433	K00513__(K00497|K07433)__K07433	K00513 __ ( K00497 | K07433 ) __ K07433
M00109	C21-Steroid hormone biosynthesis, progesterone => cortisol/cortisone	K00512 K00513 K00497 (K15680,K00071)	K00512__K00513__K00497__(K15680|K00071)	K00512 __ K00513 __ K00497 __ ( K15680 | K00071 )
M00110	C19/C18-Steroid hormone biosynthesis, pregnenolone => androstenedione => estrone	K00512 K00070 K07434	K00512__K00070__K07434	K00512 __ K00070 __ K07434
M00112	Tocopherol/tocotorienol biosynthesis, homogentisate + phytyl/geranylgeranyl-PP => tocopherol/tocotorienol	K09833 (K12502,K18534) K09834 K05928	K09833__(K12502|K18534)__K09834__K05928	K09833 __ ( K12502 | K18534 ) __ K09834 __ K05928
M00113	Jasmonic acid biosynthesis	K00454 K01723 K10525 K05894 K10526 K00232 K10527 K07513 --	K00454__K01723__K10525__K05894__K10526__K00232__K10527__K07513	K00454 __ K01723 __ K10525 __ K05894 __ K10526 __ K00232 __ K10527 __ K07513
M00114	Ascorbate biosynthesis, plants, fructose-6P => ascorbate	K01809 K17497 K00966 K10046 K14190 K10047 K17744 K00225	K01809__K17497__K00966__K10046__K14190__K10047__K17744__K00225	K01809 __ K17497 __ K00966 __ K10046 __ K14190 __ K10047 __ K17744 __ K00225
M00115	NAD biosynthesis, aspartate => quinolinate => NAD	(K00278,K06989) K03517 K00767 (K00969,K06210) (K01916,K01950)	(K00278|K06989)__K03517__K00767__(K00969|K06210)__(K01916|K01950)	( K00278 | K06989 ) __ K03517 __ K00767 __ ( K00969 | K06210 ) __ ( K01916 | K01950 )
M00116	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol	K02552 K02551 K08680 K02549 K01911 K01661 K19222 K02548 K03183	K02552__K02551__K08680__K02549__K01911__K01661__K19222__K02548__K03183	K02552 __ K02551 __ K08680 __ K02549 __ K01911 __ K01661 __ K19222 __ K02548 __ K03183
M00117	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol	(K03181,K18240) K03179 (K03182+K03186) K18800 K00568 K03185 K03183 (K03184,K06134)  K00568	(K03181|K18240)__K03179__(K03182&K03186)__K18800__K00568__K03185__K03183__(K03184|K06134)__K00568	( K03181 | K18240 ) __ K03179 __ ( K03182 & K03186 ) __ K18800 __ K00568 __ K03185 __ K03183 __ ( K03184 | K06134 ) __ K00568
M00118	Glutathione biosynthesis, glutamate => glutathione	(K11204+K11205,K01919) (K21456,K01920)	((K11204&K11205)|(K01919))__(K21456|K01920)	( ( K11204 & K11205 ) | ( K01919 ) ) __ ( K21456 | K01920 )
M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	K00826 K00606 K00077 K01579(K01918,K13799)	K00826__K00606__K00077__K01579__(K01918|K13799)	K00826 __ K00606 __ K00077 __ K01579 __ ( K01918 | K13799 )
M00120	Coenzyme A biosynthesis, pantothenate => CoA	(K00867,K03525,K01947,K09680) ((K01922,K21977) K01598,K13038) (K02318,(K00954,K02201)  K00859)	(K00867|K03525|K01947|K09680)__(((K01922|K21977)&K01598)|(K13038))__((K02318)|((K00954|K02201)&K00859))	( K00867 | K03525 | K01947 | K09680 ) __ ( ( ( K01922 | K21977 ) & K01598 ) | ( K13038 ) ) __ ( ( K02318 ) | ( ( K00954 | K02201 ) & K00859 ) )
M00121	Heme biosynthesis, plants and bacteria, glutamate => heme	K01885 K02492 K01845 K01698 K01749 (K01719,K13542,K13543) K01599 (K00228,K02495) (K00230,K00231,K08973) K01772	K01885__K02492__K01845__K01698__K01749__(K01719|K13542|K13543)__K01599__(K00228|K02495)__(K00230|K00231|K08973)__K01772	K01885 __ K02492 __ K01845 __ K01698 __ K01749 __ ( K01719 | K13542 | K13543 ) __ K01599 __ ( K00228 | K02495 ) __ ( K00230 | K00231 | K08973 ) __ K01772
M00122	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	(K00798,K19221) K02232 (K02225,K02227) K02231 K00768 (K02226,K22316) K02233	(K00798|K19221)__K02232__(K02225|K02227)__K02231__K00768__(K02226|K22316)__K02233	( K00798 | K19221 ) __ K02232 __ ( K02225 | K02227 ) __ K02231 __ K00768 __ ( K02226 | K22316 ) __ K02233
M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	K00652 ((K00833,K19563) K01935,K19562) K01012	K00652__(((K00833|K19563)&K01935)|(K19562))__K01012	K00652 __ ( ( ( K00833 | K19563 ) & K01935 ) | ( K19562 ) ) __ K01012
M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P	K03472 K03473 K00831 K00097 K03474 K00275	K03472__K03473__K00831__K00097__K03474__K00275	K03472 __ K03473 __ K00831 __ K00097 __ K03474 __ K00275
M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	(K01497,K14652) (K01498 K00082,K11752) (K22912,K20860,K20861,K20862,K21063,K21064)(K02858,K14652) K00794 K00793 (K20884 K22949,K11753)	(K01497|K14652)__((K01498&K00082)|(K11752))__(K22912|K20860|K20861|K20862|K21063|K21064)__(K02858|K14652)__K00794__K00793__((K20884&K22949)|(K11753))	( K01497 | K14652 ) __ ( ( K01498 & K00082 ) | ( K11752 ) ) __ ( K22912 | K20860 | K20861 | K20862 | K21063 | K21064 ) __ ( K02858 | K14652 ) __ K00794 __ K00793 __ ( ( K20884 & K22949 ) | ( K11753 ) )
M00126	Tetrahydrofolate biosynthesis, GTP => THF	(K01495,K09007,K22391) (K01077,K01113,(K08310,K19965)) ((K13939,(K13940,K01633  K00950) K00796),(K01633 K13941)) (K11754,K20457) (K00287,K13998)	(K01495|K09007|K22391)__(K01077|K01113|(K08310|K19965))__(((K13939)|(((K13940)|(K01633&K00950))&K00796))|(K01633&K13941))__(K11754|K20457)__(K00287|K13998)	( K01495 | K09007 | K22391 ) __ ( K01077 | K01113 | ( K08310 | K19965 ) ) __ ( ( ( K13939 ) | ( ( ( K13940 ) | ( K01633 & K00950 ) ) & K00796 ) ) | ( K01633 & K13941 ) ) __ ( K11754 | K20457 ) __ ( K00287 | K13998 )
M00127	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP	K03148+K03154 K03151 K03150 K03149 K03147 ((K00941 K00788),K14153,K21219) K00946	K03148&K03154__K03151__K03150__K03149__K03147__((K00941&K00788)|K14153|K21219)__K00946	K03148 & K03154 __ K03151 __ K03150 __ K03149 __ K03147 __ ( ( K00941 & K00788 ) | K14153 | K21219 ) __ K00946
M00128	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol	K06125 K06126 K00591 -- -- K06127 K06134 K00591	K06125__K06126__K00591__K06127__K06134__K00591	K06125 __ K06126 __ K00591 __ K06127 __ K06134 __ K00591
M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	K00963 K00012 K00699 K01195 K00002 K01053 K00103	K00963__K00012__K00699__K01195__K00002__K01053__K00103	K00963 __ K00012 __ K00699 __ K01195 __ K00002 __ K01053 __ K00103
M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4	(K00888,K19801,K13711) (K00889,K13712) (K01116,K05857,K05858,K05859,K05860,K05861)  K00911	(K00888|K19801|K13711)__(K00889|K13712)__(K01116|K05857|K05858|K05859|K05860|K05861)__K00911	( K00888 | K19801 | K13711 ) __ ( K00889 | K13712 ) __ ( K01116 | K05857 | K05858 | K05859 | K05860 | K05861 ) __ K00911
M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	K01106 K01107 K01109 K01092	K01106__K01107__K01109__K01092	K01106 __ K01107 __ K01109 __ K01092
M00132	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate	(K00913,K01765) K00915 K10572	(K00913|K01765)__K00915__K10572	( K00913 | K01765 ) __ K00915 __ K10572
M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine	(K01583,K01584,K01585,K02626) K01480 K01611 K00797	(K01583|K01584|K01585|K02626)__K01480__K01611__K00797	( K01583 | K01584 | K01585 | K02626 ) __ K01480 __ K01611 __ K00797
M00134	Polyamine biosynthesis, arginine => ornithine => putrescine	K01476 K01581	K01476__K01581	K01476 __ K01581
M00135	GABA biosynthesis, eukaryotes, putrescine => GABA	K00657 K00274 (K00128,K14085,K00149) --	K00657__K00274__(K00128|K14085|K00149)	K00657 __ K00274 __ ( K00128 | K14085 | K00149 )
M00136	GABA biosynthesis, prokaryotes, putrescine => GABA	K09470 K09471 K09472 K09473	K09470__K09471__K09472__K09473	K09470 __ K09471 __ K09472 __ K09473
M00137	Flavanone biosynthesis, phenylalanine => naringenin	K10775 K00487 K01904 K00660 K01859	K10775__K00487__K01904__K00660__K01859	K10775 __ K00487 __ K01904 __ K00660 __ K01859
M00138	Flavonoid biosynthesis, naringenin => pelargonidin	K00475 K13082 K05277	K00475__K13082__K05277	K00475 __ K13082 __ K05277
M00140	C1-unit interconversion, prokaryotes	K00600 (K01491,(K00300 K01500)) K01938	K00600__(K01491|(K00300&K01500))__K01938	K00600 __ ( K01491 | ( K00300 & K01500 ) ) __ K01938
M00141	C1-unit interconversion, eukaryotes	K00600 (K00288,(K13403 K13402))	K00600__(K00288|(K13403&K13402))	K00600 __ ( K00288 | ( K13403 & K13402 ) )
M00165	Reductive pentose phosphate cycle (Calvin cycle)	K00855 (K01601-K01602) K00927 (K05298,K00150,K00134) K01803 (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01100,K11532,K01086) (K01807,K01808)  K01783	K00855__(K01601)__K00927__(K05298|K00150|K00134)__K01803__(K01623|K01624)__(K03841|K02446|K11532|K01086)__K00615__(K01100|K11532|K01086)__(K01807|K01808)__K01783	K00855 __ ( K01601 ) __ K00927 __ ( K05298 | K00150 | K00134 ) __ K01803 __ ( K01623 | K01624 ) __ ( K03841 | K02446 | K11532 | K01086 ) __ K00615 __ ( K01100 | K11532 | K01086 ) __ ( K01807 | K01808 ) __ K01783
M00168	CAM (Crassulacean acid metabolism), dark	K01595 (K00025,K00026,K00024)	K01595__(K00025|K00026|K00024)	K01595 __ ( K00025 | K00026 | K00024 )
M00169	CAM (Crassulacean acid metabolism), light	K00029 K01006	K00029__K01006	K00029 __ K01006
M00170	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	K01595 K14454 K14455 K01610	K01595__K14454__K14455__K01610	K01595 __ K14454 __ K14455 __ K01610
M00171	C4-dicarboxylic acid cycle, NAD - malic enzyme type	K01595 K14454 K14455 (K00025,K00026) K00028 (K00814,K14272) K01006	K01595__K14454__K14455__(K00025|K00026)__K00028__(K00814|K14272)__K01006	K01595 __ K14454 __ K14455 __ ( K00025 | K00026 ) __ K00028 __ ( K00814 | K14272 ) __ K01006
M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type	K01595 K00051 K00029 K01006	K01595__K00051__K00029__K01006	K01595 __ K00051 __ K00029 __ K01006
M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	(K00169+K00170+K00171+K00172,K03737) ((K01007,K01006) K01595,K01959+K01960,K01958)  K00024 (K01676,K01679,K01677+K01678) (K00239+K00240-K00241-K00242,K18556+ K18557+K18558+K18559+K18560) (K01902+K01903) (K00174+K00175-K00177-K00176)  K00031 (K01681,K01682) (K15230+K15231,K15232+K15233 K15234)	((K00169&K00170&K00171&K00172)|(K03737))__(((K01007|K01006)&K01595)|(K01959&K01960)|(K01958))__K00024__((K01676)|(K01679)|(K01677&K01678))__((K00239&K00240)|(K18556&K18557&K18558&K18559&K18560))__(K01902&K01903)__(K00174&K00175)__K00031__(K01681|K01682)__((K15230&K15231)|(K15232&K15233&K15234))	( ( K00169 & K00170 & K00171 & K00172 ) | ( K03737 ) ) __ ( ( ( K01007 | K01006 ) & K01595 ) | ( K01959 & K01960 ) | ( K01958 ) ) __ K00024 __ ( ( K01676 ) | ( K01679 ) | ( K01677 & K01678 ) ) __ ( ( K00239 & K00240 ) | ( K18556 & K18557 & K18558 & K18559 & K18560 ) ) __ ( K01902 & K01903 ) __ ( K00174 & K00175 ) __ K00031 __ ( K01681 | K01682 ) __ ( ( K15230 & K15231 ) | ( K15232 & K15233 & K15234 ) )
M00174	Methane oxidation, methanotroph, methane => formaldehyde	((K10944+K10945+K10946),(K16157+K16158+K16159+K16160+K16161+K16162)) ((K14028- K14029),K23995)	((K10944&K10945&K10946)|(K16157&K16158&K16159&K16160&K16161&K16162))__((K14028)|K23995)	( ( K10944 & K10945 & K10946 ) | ( K16157 & K16158 & K16159 & K16160 & K16161 & K16162 ) ) __ ( ( K14028 ) | K23995 )
M00175	Nitrogen fixation, nitrogen => ammonia	K02588+K02586+K02591-K00531,K22896+K22897+K22898+K22899	(K02588&K02586&K02591)|(K22896&K22897&K22898&K22899)	( K02588 & K02586 & K02591 ) | ( K22896 & K22897 & K22898 & K22899 )
M00176	Assimilatory sulfate reduction, sulfate => H2S	(((K13811,K00958+K00860,K00955+K00957,K00956+K00957+K00860) K00390),(K13811  K05907)) (K00380+K00381,K00392)	((((K13811)|(K00958&K00860)|(K00955&K00957)|(K00956&K00957&K00860))&K00390)|(K13811&K05907))__((K00380&K00381)|(K00392))	( ( ( ( K13811 ) | ( K00958 & K00860 ) | ( K00955 & K00957 ) | ( K00956 & K00957 & K00860 ) ) & K00390 ) | ( K13811 & K05907 ) ) __ ( ( K00380 & K00381 ) | ( K00392 ) )
M00307	Pyruvate oxidation, pyruvate => acetyl-CoA	((K00163,K00161+K00162)+K00627+K00382-K13997),K00169+K00170+K00171+(K00172,K00189),K03737	((((K00163)|(K00161&K00162))&K00627&K00382))|(K00169&K00170&K00171&(K00172|K00189))|(K03737)	( ( ( ( K00163 ) | ( K00161 & K00162 ) ) & K00627 & K00382 ) ) | ( K00169 & K00170 & K00171 & ( K00172 | K00189 ) ) | ( K03737 )
M00308	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	K05308 K00874 K01625 (K00134 K00927,K00131,K18978)	K05308__K00874__K01625__((K00134&K00927)|(K00131)|(K18978))	K05308 __ K00874 __ K01625 __ ( ( K00134 & K00927 ) | ( K00131 ) | ( K18978 ) )
M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate	K05308 (K11395,K18127) (K18020+K18021+K18022,K18128,K03738)	K05308__(K11395|K18127)__((K18020&K18021&K18022)|(K18128)|(K03738))	K05308 __ ( K11395 | K18127 ) __ ( ( K18020 & K18021 & K18022 ) | ( K18128 ) | ( K03738 ) )
M00338	Cysteine biosynthesis, homocysteine + serine => cysteine	(K01697,K10150) K01758	(K01697|K10150)__K01758	( K01697 | K10150 ) __ K01758
M00344	Formaldehyde assimilation, xylulose monophosphate pathway	K17100 K00863 K01624 K03841	K17100__K00863__K01624__K03841	K17100 __ K00863 __ K01624 __ K03841
M00345	Formaldehyde assimilation, ribulose monophosphate pathway	(((K08093,K13812) K08094),K13831) (K00850,K16370,K21071) K01624	(((K08093|K13812)&K08094)|K13831)__(K00850|K16370|K21071)__K01624	( ( ( K08093 | K13812 ) & K08094 ) | K13831 ) __ ( K00850 | K16370 | K21071 ) __ K01624
M00346	Formaldehyde assimilation, serine pathway	K00600 K00830 K00018 K11529 K01689 K01595 K00024 K08692+K14067 K08691	K00600__K00830__K00018__K11529__K01689__K01595__K00024__K08692&K14067__K08691	K00600 __ K00830 __ K00018 __ K11529 __ K01689 __ K01595 __ K00024 __ K08692 & K14067 __ K08691
M00356	Methanogenesis, methanol => methane	K14080+K04480+K14081 K00399+K00401+K00402 (K22480+K22481+K22482,K03388+ K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+ K00125))	K14080&K04480&K14081__K00399&K00401&K00402__((K22480&K22481&K22482)|(K03388&K03389&K03390)|(K08264&K08265)|(K03388&K03389&K03390&K14127&((K14126&K14128)|(K22516&K00125))))	K14080 & K04480 & K14081 __ K00399 & K00401 & K00402 __ ( ( K22480 & K22481 & K22482 ) | ( K03388 & K03389 & K03390 ) | ( K08264 & K08265 ) | ( K03388 & K03389 & K03390 & K14127 & ( ( K14126 & K14128 ) | ( K22516 & K00125 ) ) ) )
M00357	Methanogenesis, acetate => methane	((K00925 K00625),K01895) (K00193+K00197+K00194) (K00577+K00578+K00579+K00580+ K00581-K00582-K00583+K00584) (K00399+K00401+K00402) (K22480+K22481+K22482,K03388+ K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+ K00125))	((K00925&K00625)|K01895)__(K00193&K00197&K00194)__(K00577&K00578&K00579&K00580&K00581&K00584)__(K00399&K00401&K00402)__((K22480&K22481&K22482)|(K03388&K03389&K03390)|(K08264&K08265)|(K03388&K03389&K03390&K14127&((K14126&K14128)|(K22516&K00125))))	( ( K00925 & K00625 ) | K01895 ) __ ( K00193 & K00197 & K00194 ) __ ( K00577 & K00578 & K00579 & K00580 & K00581 & K00584 ) __ ( K00399 & K00401 & K00402 ) __ ( ( K22480 & K22481 & K22482 ) | ( K03388 & K03389 & K03390 ) | ( K08264 & K08265 ) | ( K03388 & K03389 & K03390 & K14127 & ( ( K14126 & K14128 ) | ( K22516 & K00125 ) ) ) )
M00358	Coenzyme M biosynthesis	K08097 K05979 K05884 K13039+K06034	K08097__K05979__K05884__K13039&K06034	K08097 __ K05979 __ K05884 __ K13039 & K06034
M00364	C10-C20 isoprenoid biosynthesis, bacteria	K01823 (K00795,K13789,K13787)	K01823__(K00795|K13789|K13787)	K01823 __ ( K00795 | K13789 | K13787 )
M00365	C10-C20 isoprenoid biosynthesis, archaea	K01823 K13787	K01823__K13787	K01823 __ K13787
M00366	C10-C20 isoprenoid biosynthesis, plants	K01823 K14066 K00787 K13789	K01823__K14066__K00787__K13789	K01823 __ K14066 __ K00787 __ K13789
M00367	C10-C20 isoprenoid biosynthesis, non-plant eukaryotes	K01823 K00787 K00804	K01823__K00787__K00804	K01823 __ K00787 __ K00804
M00368	Ethylene biosynthesis, methionine => ethylene	K00789 (K01762,K20772) K05933	K00789__(K01762|K20772)__K05933	K00789 __ ( K01762 | K20772 ) __ K05933
M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin	K13027 K13029 K13030	K13027__K13029__K13030	K13027 __ K13029 __ K13030
M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin	(K11812,K11813) K11818 K11819 K11820 K11821	(K11812|K11813)__K11818__K11819__K11820__K11821	( K11812 | K11813 ) __ K11818 __ K11819 __ K11820 __ K11821
M00371	Castasterone biosynthesis, campesterol => castasterone	(K09587,K12639) K09588 K09591 (K12637,K12638) K20623 (K09590,K12640,K25959)	(K09587|K12639)__K09588__K09591__(K12637|K12638)__K20623__(K09590|K12640|K25959)	( K09587 | K12639 ) __ K09588 __ K09591 __ ( K12637 | K12638 ) __ K20623 __ ( K09590 | K12640 | K25959 )
M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid	(K15746,K15747) K09838 -K14594 K09840 K09841 K09842	(K15746|K15747)__K09838__K09840__K09841__K09842	( K15746 | K15747 ) __ K09838 __ K09840 __ K09841 __ K09842
M00373	Ethylmalonyl pathway	K00626 K00023 K17865 K14446 K14447 K14448 K14449 K08691 K14451 K01965+K01966 K05606 K01847	K00626__K00023__K17865__K14446__K14447__K14448__K14449__K08691__K14451__K01965&K01966__K05606__K01847	K00626 __ K00023 __ K17865 __ K14446 __ K14447 __ K14448 __ K14449 __ K08691 __ K14451 __ K01965 & K01966 __ K05606 __ K01847
M00374	Dicarboxylate-hydroxybutyrate cycle	(K00169+K00170+K00171+K00172) K01007 K01595 K00024 (K01677+K01678) (K00239+ K00240-K00241-K18860) (K01902+K01903) (K15038,K15017) K14465 (K14467,K18861,K25774)  K14534 K15016 K00626	(K00169&K00170&K00171&K00172)__K01007__K01595__K00024__(K01677&K01678)__(K00239&K00240)__(K01902&K01903)__(K15038|K15017)__K14465__(K14467|K18861|K25774)__K14534__K15016__K00626	( K00169 & K00170 & K00171 & K00172 ) __ K01007 __ K01595 __ K00024 __ ( K01677 & K01678 ) __ ( K00239 & K00240 ) __ ( K01902 & K01903 ) __ ( K15038 | K15017 ) __ K14465 __ ( K14467 | K18861 | K25774 ) __ K14534 __ K15016 __ K00626
M00375	Hydroxypropionate-hydroxybutylate cycle	(K01964+K15037+K15036) K15017 K15039 K15018 K15019 K15020 K05606 (K01848+ K01849) (K15038,K15017) K14465 (K14466,K18861,K25774) K14534 K15016 K00626	(K01964&K15037&K15036)__K15017__K15039__K15018__K15019__K15020__K05606__(K01848&K01849)__(K15038|K15017)__K14465__(K14466|K18861|K25774)__K14534__K15016__K00626	( K01964 & K15037 & K15036 ) __ K15017 __ K15039 __ K15018 __ K15019 __ K15020 __ K05606 __ ( K01848 & K01849 ) __ ( K15038 | K15017 ) __ K14465 __ ( K14466 | K18861 | K25774 ) __ K14534 __ K15016 __ K00626
M00376	3-Hydroxypropionate bi-cycle	(K02160+K01961+K01962+K01963) K14468 K14469 K15052 K05606 (K01847,K01848+ K01849) (K14471+K14472) (K00239+K00240+K00241) K01679 K08691 K14449 K14470 K09709	(K02160&K01961&K01962&K01963)__K14468__K14469__K15052__K05606__((K01847)|(K01848&K01849))__(K14471&K14472)__(K00239&K00240&K00241)__K01679__K08691__K14449__K14470__K09709	( K02160 & K01961 & K01962 & K01963 ) __ K14468 __ K14469 __ K15052 __ K05606 __ ( ( K01847 ) | ( K01848 & K01849 ) ) __ ( K14471 & K14472 ) __ ( K00239 & K00240 & K00241 ) __ K01679 __ K08691 __ K14449 __ K14470 __ K09709
M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	K00198 (K05299-K15022,K22015+K25123+K25124) K01938 K01491-K01500 K00297- K25007-K25008 K15023 K14138+K00197+K00194	K00198__((K05299)|(K22015&K25123&K25124))__K01938__K01491__K00297__K15023__K14138&K00197&K00194	K00198 __ ( ( K05299 ) | ( K22015 & K25123 & K25124 ) ) __ K01938 __ K01491 __ K00297 __ K15023 __ K14138 & K00197 & K00194
M00378	F420 biosynthesis, archaea	K11780+K11781 K14941 K11212 K12234	K11780&K11781__K14941__K11212__K12234	K11780 & K11781 __ K14941 __ K11212 __ K12234
M00418	Toluene degradation, anaerobic, toluene => benzoyl-CoA	K07540 K07543+K07544 K07545 K07546 K07547+K07548 K07549+K07550	K07540__K07543&K07544__K07545__K07546__K07547&K07548__K07549&K07550	K07540 __ K07543 & K07544 __ K07545 __ K07546 __ K07547 & K07548 __ K07549 & K07550
M00419	Cymene degradation, p-cymene => p-cumate	K10616+K18293 K10617 K10618	K10616&K18293__K10617__K10618	K10616 & K18293 __ K10617 __ K10618
M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA	K00192+K00195 K00193+K00197+K00194	K00192&K00195__K00193&K00197&K00194	K00192 & K00195 __ K00193 & K00197 & K00194
M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate	K01649 (K01702,K01703+K01704) K00052	K01649__((K01702)|(K01703&K01704))__K00052	K01649 __ ( ( K01702 ) | ( K01703 & K01704 ) ) __ K00052
M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate	K01655 (K17450 K01705,K16792+K16793) K05824	K01655__((K17450&K01705)|(K16792&K16793))__K05824	K01655 __ ( ( K17450 & K01705 ) | ( K16792 & K16793 ) ) __ K05824
M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	K00928 K00133 K01714 K00215 K05822 K00841 K05823 K01778 K01586	K00928__K00133__K01714__K00215__K05822__K00841__K05823__K01778__K01586	K00928 __ K00133 __ K01714 __ K00215 __ K05822 __ K00841 __ K05823 __ K01778 __ K01586
M00526	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K03340 (K01586,K12526)	(K00928|K12524|K12525|K12526)__K00133__K01714__K00215__K03340__(K01586|K12526)	( K00928 | K12524 | K12525 | K12526 ) __ K00133 __ K01714 __ K00215 __ K03340 __ ( K01586 | K12526 )
M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K10206 K01778 (K01586,K12526)	(K00928|K12524|K12525|K12526)__K00133__K01714__K00215__K10206__K01778__(K01586|K12526)	( K00928 | K12524 | K12525 | K12526 ) __ K00133 __ K01714 __ K00215 __ K10206 __ K01778 __ ( K01586 | K12526 )
M00528	Nitrification, ammonia => nitrite	K10944+K10945+K10946 K10535	K10944&K10945&K10946__K10535	K10944 & K10945 & K10946 __ K10535
M00529	Denitrification, nitrate => nitrogen	(K00370+K00371+K00374,K02567+K02568) (K00368,K15864) (K04561+K02305) K00376	((K00370&K00371&K00374)|(K02567&K02568))__(K00368|K15864)__(K04561&K02305)__K00376	( ( K00370 & K00371 & K00374 ) | ( K02567 & K02568 ) ) __ ( K00368 | K15864 ) __ ( K04561 & K02305 ) __ K00376
M00530	Dissimilatory nitrate reduction, nitrate => ammonia	(K00370+K00371+K00374,K02567+K02568) (K00362+K00363,K03385+K15876)	((K00370&K00371&K00374)|(K02567&K02568))__((K00362&K00363)|(K03385&K15876))	( ( K00370 & K00371 & K00374 ) | ( K02567 & K02568 ) ) __ ( ( K00362 & K00363 ) | ( K03385 & K15876 ) )
M00531	Assimilatory nitrate reduction, nitrate => ammonia	(K00367,K10534,K00372-K00360) (K00366,K17877,K26139+K26138,K00361)	(K00367|K10534|K00372)__((K00366)|(K17877)|(K26139&K26138)|(K00361))	( K00367 | K10534 | K00372 ) __ ( ( K00366 ) | ( K17877 ) | ( K26139 & K26138 ) | ( K00361 ) )
M00532	Photorespiration	(K01601-K01602) K19269 K11517 K03781 K14272 K00600 K00830 (K15893,K15919)  K15918 K00281+K00605+K00382+K02437	(K01601)__K19269__K11517__K03781__K14272__K00600__K00830__(K15893|K15919)__K15918__K00281&K00605&K00382&K02437	( K01601 ) __ K19269 __ K11517 __ K03781 __ K14272 __ K00600 __ K00830 __ ( K15893 | K15919 ) __ K15918 __ K00281 & K00605 & K00382 & K02437
M00533	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	K00455 K00151 K01826 K05921	K00455__K00151__K01826__K05921	K00455 __ K00151 __ K01826 __ K05921
M00534	Naphthalene degradation, naphthalene => salicylate	K14579+K14580+K14578+K14581 K14582 K14583 K14584 K14585 K00152	K14579&K14580&K14578&K14581__K14582__K14583__K14584__K14585__K00152	K14579 & K14580 & K14578 & K14581 __ K14582 __ K14583 __ K14584 __ K14585 __ K00152
M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	K09011 K01703+K01704 K00052	K09011__K01703&K01704__K00052	K09011 __ K01703 & K01704 __ K00052
M00537	Xylene degradation, xylene => methylbenzoate	K15757+K15758 K00055 K00141	K15757&K15758__K00055__K00141	K15757 & K15758 __ K00055 __ K00141
M00538	Toluene degradation, toluene => benzoate	K15760+K15761-K15762+K15763+K15764-K15765 K00055 K00141	K15760&K15761&K15763&K15764__K00055__K00141	K15760 & K15761 & K15763 & K15764 __ K00055 __ K00141
