metamdb_pathway_id,inhouse_id,source_database,source_db_id,kegg_module_id,pathway_id,pathway_description,reaction_ids,ec_numbers,ec3_numbers
2220.0,ME.2220,metacyc,ORN-AMINOPENTANOATE-CAT-PWY,,8699,L-ornithine degradation I (L-proline biosynthesis),36970,4.3.1.12,4.3.1
2221.0,ME.2221,metacyc,PWY-5476,,8814,cornusiin E biosynthesis,37657|37656,1.10.3|1.10.3,1.10.3|1.10.3
2222.0,ME.2222,metacyc,PWY-5316,,9504,nicotine biosynthesis,41527|41523|41524|41525|41530|41531|41526|41529|41528,1.4.3.16|2.4.2.19|2.5.1.72|1.1.1|1.14.14,1.4.3|2.4.2|2.5.1|1.1.1|1.14.14
2223.0,ME.2223,metacyc,PWY-804,,10181,glycolate degradation II,45399,,
2224.0,ME.2224,metacyc,PWY-7632,,9242,hinokiresinol biosynthesis,40047|40044|40045|40046,2.3,2.3
2225.0,ME.2225,metacyc,PWY-5475,,8817,pentagalloylglucose biosynthesis,37664|37662|37660|37663|37665|37661,2.3.1|2.4.1.136|2.3.1.143|2.3.1|2.3.1|2.3.1.90,2.3.1|2.4.1|2.3.1|2.3.1|2.3.1|2.3.1
2226.0,ME.2226,metacyc,PWY-7395,,9196,D-galactosamine and N-acetyl-D-galactosamine degradation,39711|39712|39713|39714,4.1.2.40|2.7.1.144|3.5.1.25|3.5.99,4.1.2|2.7.1|3.5.1|3.5.99
2227.0,ME.2227,metacyc,PWY-4021,,9364,beta-alanine betaine biosynthesis,40697|40699|40698,2.1.1.49|2.1.1|2.1.1,2.1.1|2.1.1|2.1.1
2228.0,ME.2228,metacyc,PWY-6060,,8292,malonate degradation II (biotin-dependent),34442|34444|34443,7.2.4.1|6.2.1.35|2.3.1.187,7.2.4|6.2.1|2.3.1
2229.0,ME.2229,metacyc,PWY-2467,,10715,(+)-pisatin biosynthesis,48444|48439|48440|48441|48442|48443,1.14.14|2.1.1.270|4.2.1|4.2.1|4.2.1|1.14.13,1.14.14|2.1.1|4.2.1|4.2.1|4.2.1|1.14.13
2230.0,ME.2230,metacyc,PWY-7384,,10494,"anaerobic energy metabolism (invertebrates, mitochondrial)",47166|47162|47161|47160|47168|47167|47163|47164|47165,1.2.1.104|1.1.1.39|5.4.99.2|6.4.1.3|1.3.5.4|4.2.1.2|2.8.3.18|6.2.1.5,1.2.1|1.1.1|5.4.99|6.4.1|1.3.5|4.2.1|2.8.3|6.2.1
2232.0,ME.2232,metacyc,PWY-7412,,9536,mycinamicin biosynthesis,41692|41689|41690|41691|41693|41685|41686|41687|41688,1.14.13|2.4.1|1.14.13|2.4.1|2.3.1|2.1.1.237|2.1.1.238|1.14.13|1.14.13,1.14.13|2.4.1|1.14.13|2.4.1|2.3.1|2.1.1|2.1.1|1.14.13|1.14.13
2233.0,ME.2233,metacyc,PWY-5087,,8387,L-glutamate degradation VI (to pyruvate),35003|35001|35002|35000,4.3.1.2|4.1.3.22|4.2.1.34|5.4.99.1,4.3.1|4.1.3|4.2.1|5.4.99
2234.0,ME.2234,metacyc,NONMEVIPP-PWY,,7628,methylerythritol phosphate pathway I,30712|30714|30715|30718|30717|30716|30711|30719|30713,4.6.1.12|2.7.1.148|2.7.7.60|1.17.7.4|1.17.7.4|2.2.1.7|5.3.3.2|1.17.7.3|1.1.1.267,4.6.1|2.7.1|2.7.7|1.17.7|1.17.7|2.2.1|5.3.3|1.17.7|1.1.1
2235.0,ME.2235,metacyc,CAMALEXIN-SYN,,9214,camalexin biosynthesis,39793|39802|39800|39803|39798|39794|39795|39796|39799|39797|39801,1.14.14.156|3.4.19.16|2.5.1.18|3.4.13.23,1.14.14|3.4.19|2.5.1|3.4.13
2236.0,ME.2236,metacyc,DHGLUCONATE-PYR-CAT-PWY,,10907,glucose degradation (oxidative),49542|49543|49544|49544|49545|49540|49541,1.1.99.3|2.7.1.13|1.1.5.9|1.1.5.2|1.1.5.2|3.1.1.17|1.1.1.43,1.1.99|2.7.1|1.1.5|1.1.5|1.1.5|3.1.1|1.1.1
2237.0,ME.2237,metacyc,P261-PWY,,8475,coenzyme M biosynthesis I,35591|35592|35588|35589|35589|35589|35586|35587|35590,4.1.1.79|1.1.1.337|1.1.1.375|1.1.1.37|3.1.3.71|4.4.1.19,4.1.1|1.1.1|1.1.1|1.1.1|3.1.3|4.4.1
2238.0,ME.2238,metacyc,PWY-5109,,10032,fermentation to 2-methylbutanoate,44568|44570|44571|44569|44566|44567,2.3.1.16|1.3.8.5|3.1.2|4.2.1.150|1.1.1.178|2.8.3.1,2.3.1|1.3.8|3.1.2|4.2.1|1.1.1|2.8.3
2239.0,ME.2239,metacyc,PWY-5752,,8321,piperine biosynthesis,34607,2.3.1.145,2.3.1
2240.0,ME.2240,metacyc,PWY-6054,,10409,dimethylsulfoniopropanoate biosynthesis I (Wollastonia),46743|46744|46745,2.1.1.12|1.2.1.8,2.1.1|1.2.1
2241.0,ME.2241,metacyc,PWY-7077,,10145,N-acetyl-D-galactosamine degradation,45123|45124|45121|45120|45122,2.7.1|3.5.99|2.7.1.144|4.1.2.40|3.5.1.25,2.7.1|3.5.99|2.7.1|4.1.2|3.5.1
2242.0,ME.2242,metacyc,PWY-5794,,8187,malonate degradation I (biotin-independent),33815|33814|33813,4.1.1.87|2.3.1.187|2.3.1,4.1.1|2.3.1|2.3.1
2243.0,ME.2243,metacyc,PWY-2083,,7717,isoflavonoid biosynthesis II,31135|31131|31132|31133|31134|31136|31137|31139|31140|31138,1.14.14.87|4.2.1.105|2.1.1.46|1.14.20.5|2.1.1.150|1.14.14.88|2.1.1|1.14.19.76|1.14.14.87,1.14.14|4.2.1|2.1.1|1.14.20|2.1.1|1.14.14|2.1.1|1.14.19|1.14.14
2244.0,ME.2244,metacyc,PWY-6055,,10603,dimethylsulfoniopropanoate biosynthesis II (Spartina),47778|47775|47777|47776,1.2.1.8|2.1.1.12,1.2.1|2.1.1
2245.0,ME.2245,metacyc,PWY-6643,,10474,coenzyme M biosynthesis II,47062|47060|47061|47058|47059|47057,2.5.1.76|2.6.1.1|4.1.1.79,2.5.1|2.6.1|4.1.1
2246.0,ME.2246,metacyc,FERMENTATION-PWY,,8032,mixed acid fermentation,32828|32828|32828|32828|32828|32828|32828|32828|32828|32828|32828|32828|32828|32829|32830|32830|32830|32830|32830|32830|32830|32830|32830|32830|32830|32830|32831|32832|32833|32834|32834|32835|32836|32837|32838|32843|32827|32828|32828|32828|32828|32828|32828|32828|32828|32845|32845|32845|32845|32845|32845|32845|32845|32845|32845|32845|32845|32845|32838|32839|32840|32841|32842|32842|32844|32845|32845|32845|32845|32845|32845|32845|32845,1.1.1.80|1.1.1.1|1.1.1.192|1.1.1.284|1.1.1.245|1.1.1.17|1.1.1.202|1.1.1.14|1.1.1.2|1.1.1.306|1.1.1.184|1.1.1.78|1.1.1.103|1.1.1.28|1.1.1.27|1.1.1.95|1.1.1.337|1.1.1.85|1.1.1.375|1.1.1.38|1.1.1.81|1.1.1.28|1.1.1.37|1.1.1.96|1.1.1.299|1.1.1.82|1.1.1.42|4.2.1.2|1.2.1.10|4.2.1.3|4.2.1.117|2.3.1.8|2.3.3.3|2.7.1.40|2.7.2.1|4.1.1.31|1.1.1.71|1.1.1.6|1.1.1.77|1.1.1.244|1.1.1.73|1.1.1.307|1.1.1.21|1.1.1.11|1.1.1.80|1.1.1.1|1.1.1.192|1.1.1.284|1.1.1.245|1.1.1.17|1.1.1.202|1.1.1.14|1.1.1.2|1.1.1.306|1.1.1.184|1.1.1.78|1.1.1.103|2.7.2.15|1.1.1.1|4.2.1.3|2.3.1.54|1.3.5.1|1.3.5.4|1.3.5.4|1.1.1.71|1.1.1.6|1.1.1.77|1.1.1.244|1.1.1.73|1.1.1.307|1.1.1.21|1.1.1.11,1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|4.2.1|1.2.1|4.2.1|4.2.1|2.3.1|2.3.3|2.7.1|2.7.2|4.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|2.7.2|1.1.1|4.2.1|2.3.1|1.3.5|1.3.5|1.3.5|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1
2247.0,ME.2247,metacyc,PWY-7342,,9135,superpathway of nicotine biosynthesis,39401|39402|39403|39400|39404|39399|39396|39397|39398,1.1.1|1.14.14|1.4.3.16|2.4.2.19|2.5.1.72,1.1.1|1.14.14|1.4.3|2.4.2|2.5.1
2248.0,ME.2248,metacyc,PWY-6053,,7645,dimethylsulfoniopropanoate biosynthesis III (algae),30804|30801|30802|30803,1.17.99|2.6.1.88|1.1.1|2.1.1.373,1.17.99|2.6.1|1.1.1|2.1.1
2249.0,ME.2249,metacyc,PWY-7858,,7982,(5Z)-dodecenoate biosynthesis II,32537|32541|32540|32539|32538|32538|32536,1.3.3.6|1.3.1.9|4.2.1.59|1.1.1.100|2.3.1.41|2.3.1.179|5.3.3.14,1.3.3|1.3.1|4.2.1|1.1.1|2.3.1|2.3.1|5.3.3
2250.0,ME.2250,metacyc,PWY-7108,,8556,erythromycin A biosynthesis,36076|36074|36077|36075,2.1.1.254|1.14.13.154|1.14.13.154|2.1.1.254,2.1.1|1.14.13|1.14.13|2.1.1
2251.0,ME.2251,metacyc,GLUTDEG-PWY,,9946,L-glutamate degradation II,44003|44004,2.6.1.1|4.3.1.1,2.6.1|4.3.1
2252.0,ME.2252,metacyc,PWY-7560,,9194,methylerythritol phosphate pathway II,39698|39697|39695|39696|39703|39702|39701|39700|39699,2.7.1.148|1.1.1.267|5.3.3.2|4.6.1.12|1.17.7.4|1.17.7.1|1.17.7.4|2.2.1.7|2.7.7.60,2.7.1|1.1.1|5.3.3|4.6.1|1.17.7|1.17.7|1.17.7|2.2.1|2.7.7
2254.0,ME.2254,metacyc,PWY-6664,,8575,di-myo-inositol phosphate biosynthesis,36134|36136|36135|36137,5.5.1.4|2.7.8.34|2.7.7.74,5.5.1|2.7.8|2.7.7
2255.0,ME.2255,metacyc,PWY-5033,,7932,nicotinate degradation II,32326|32324|32323|32325,3.5.1.107|1.17.3.3|1.17.99,3.5.1|1.17.3|1.17.99
2256.0,ME.2256,metacyc,PWY-8077,,7672,ginkgotoxin biosynthesis,30948,3.1.3.74,3.1.3
2257.0,ME.2257,metacyc,PWY-7054,,10772,N-acetylglutaminylglutamine amide biosynthesis,48760|48759,,
2258.0,ME.2258,metacyc,PWY0-862,,7688,(5Z)-dodecenoate biosynthesis I,31008|31006|31007|31004|31006|31009|31005,4.2.1.59|2.3.1.41|1.1.1.100|5.3.3.14|2.3.1.179|1.3.1.9|4.2.1.59,4.2.1|2.3.1|1.1.1|5.3.3|2.3.1|1.3.1|4.2.1
2259.0,ME.2259,metacyc,PWY-6527,,8778,stachyose degradation,37485|37486|37487|37483|37484|37485|37486,2.7.7.64|2.7.7.9|3.2.1.22|3.2.1|2.7.1.6|2.7.7.10|2.7.7.64,2.7.7|2.7.7|3.2.1|3.2.1|2.7.1|2.7.7|2.7.7
2260.0,ME.2260,metacyc,PWY-7238,,8096,sucrose biosynthesis II,33242|33244|33247|33241|33246|33248|33242|33246|33245|33242|33242|33245|33242|33243,5.4.2.3|2.4.1.14|2.4.1.1|3.1.3.23|2.7.7.64|2.4.1.25|5.4.2.2|2.7.7.9|2.7.1.1|5.4.2.5|5.4.2.10|2.7.1.2|5.4.2.8|5.3.1.9,5.4.2|2.4.1|2.4.1|3.1.3|2.7.7|2.4.1|5.4.2|2.7.7|2.7.1|5.4.2|5.4.2|2.7.1|5.4.2|5.3.1
2261.0,ME.2261,metacyc,PWY-3042,,7618,phaseollin biosynthesis,30677|30676,,
2262.0,ME.2262,metacyc,PWY-8098,,9299,"cyclic 2,3-bisphosphoglycerate biosynthesis",40301,2.7.2.16,2.7.2
2263.0,ME.2263,metacyc,PWY-5367,,9674,petroselinate biosynthesis,42534|42533|42532|42531|42536|42535,1.1.1.100|3.1.2.14|2.3.1.179|1.14.19.11|1.3.1|4.2.1,1.1.1|3.1.2|2.3.1|1.14.19|1.3.1|4.2.1
2264.0,ME.2264,metacyc,P108-PWY,,9226,pyruvate fermentation to propanoate I,39853|39851|39852|39855|39852|39852|39852|39852|39852|39852|39852|39852|39852|39852|39852|39854|39856|39856|39857,4.2.1.2|5.4.99.2|1.1.1.27|1.1.1.95|1.1.1.337|1.1.1.85|1.1.1.375|1.1.1.38|1.1.1.81|1.1.1.28|1.1.1.37|1.1.1.96|1.1.1.299|1.1.1.82|2.1.3.1|1.3.5.1|1.3.5.4|1.3.5.4,4.2.1|5.4.99|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|2.1.3|1.3.5|1.3.5|1.3.5
2265.0,ME.2265,metacyc,PWY-5766,,8821,L-glutamate degradation X,37677|37677|37677,1.4.1.4|1.4.1.3|1.4.1.13,1.4.1|1.4.1|1.4.1
2266.0,ME.2266,metacyc,PWY-7756,,9130,iso-bile acids biosynthesis II,39387|39384|39385|39386,1.1.1.393|1.1.1.392|1.1.1.393|1.1.1.392,1.1.1|1.1.1|1.1.1|1.1.1
2267.0,ME.2267,metacyc,PWY-7347,,8378,sucrose biosynthesis III,34966|34965|34967,5.3.1.9|3.1.3.23|2.4.1.14,5.3.1|3.1.3|2.4.1
2268.0,ME.2268,metacyc,PWY-5055,,9745,nicotinate degradation III,42875|42874|42873|42872|42871|42870|42869|42868|42867,3.5.2.18|1.1.1.291|4.2.1.85|1.17.1.5|5.3.3.6|4.1.3.32|1.3.7.1|5.4.99.4,3.5.2|1.1.1|4.2.1|1.17.1|5.3.3|4.1.3|1.3.7|5.4.99
2269.0,ME.2269,metacyc,PWY-7663,,8048,gondoate biosynthesis (anaerobic),32912|32910|32910|32913|32911,4.2.1.59|2.3.1.179|2.3.1.41|1.3.1.9|1.1.1.100,4.2.1|2.3.1|2.3.1|1.3.1|1.1.1
2270.0,ME.2270,metacyc,PWY-5494,,10239,pyruvate fermentation to propanoate II (acrylate pathway),45758|45760|45757|45759,2.8.3.1|2.8.3.1|4.2.1.54|1.3.1.95,2.8.3|2.8.3|4.2.1|1.3.1
2271.0,ME.2271,metacyc,PWY-7295,,10068,L-arabinose degradation IV,44763|44765|44759|44758|44761|44762|44764|44760,1.2.99|1.1.1.376|1.1.1.26|3.1.1.15|4.2.1.25|2.3.3.9|4.1.2.18,1.2.99|1.1.1|1.1.1|3.1.1|4.2.1|2.3.3|4.1.2
2272.0,ME.2272,metacyc,PWY-7402,,10676,benzoate fermentation (to acetate and cyclohexane carboxylate),48171|48169|48170,3.1.2|1.3.8.10|1.3.8.11,3.1.2|1.3.8|1.3.8
2273.0,ME.2273,metacyc,PWY-5973,,9216,cis-vaccenate biosynthesis,39814|39814|39813|39812|39811|39810|39809,2.3.1.179|2.3.1.41|1.3.1.9|4.2.1.59|1.1.1.100|3.1.2.14|2.3.1.179,2.3.1|2.3.1|1.3.1|4.2.1|1.1.1|3.1.2|2.3.1
2274.0,ME.2274,metacyc,PWY-7625,,10523,phosphatidylinositol biosynthesis II (eukaryotes),47334,2.7.8.11,2.7.8
2275.0,ME.2275,metacyc,PWY-6049,,10696,superpathway of dimethylsulfoniopropanoate degradation,48350,4.4.1.3,4.4.1
2276.0,ME.2276,metacyc,PWY-7624,,9407,nystatin biosynthesis,40896|40898|40897,2.4.1|1.14.13|1.14.13,2.4.1|1.14.13|1.14.13
2277.0,ME.2277,metacyc,PWY-4321,,8499,L-glutamate degradation IV,35717|35714|35713|35716|35715,1.2.1.24|4.1.1.15|2.6.1.96|2.6.1.19,1.2.1|4.1.1|2.6.1|2.6.1
2278.0,ME.2278,metacyc,PWY-7755,,8277,iso-bile acids biosynthesis I,34389|34391|34390|34388,1.1.1.391|1.1.1.391|1.1.1.52|1.1.1.52,1.1.1|1.1.1|1.1.1|1.1.1
2279.0,ME.2279,metacyc,PWY-6052,,10736,dimethylsulfoniopropanoate degradation III (demethylation),48544|48545,2.1.1.269|2.1.1.269,2.1.1|2.1.1
2280.0,ME.2280,metacyc,PWY-722,,10461,nicotinate degradation I,46990|46994|46992|46993|46991,1.13.11.9|3.5.1.106|3.5.1.107|1.17.2.1|1.14.13.114,1.13.11|3.5.1|3.5.1|1.17.2|1.14.13
2281.0,ME.2281,metacyc,PWY-7401,,9800,crotonate fermentation (to acetate and cyclohexane carboxylate),43164|43154|43155|43156|43156|43157|43165|43157|43157|43158|43159|43160|43161|43162|43163|43166|43167|43168,2.3.1|1.1.1.259|4.2.1.100|2.3.1.9|2.3.1.16|7.2.4.5|6.4.1.4|1.3.8.6|1.1.1.368|3.7.1.21|3.7.1.21|4.2.1.150|1.1.1.35|2.8.3|1.3.8.10|1.3.8.11|3.1.2,2.3.1|1.1.1|4.2.1|2.3.1|2.3.1|7.2.4|6.4.1|1.3.8|1.1.1|3.7.1|3.7.1|4.2.1|1.1.1|2.8.3|1.3.8|1.3.8|3.1.2
2282.0,ME.2282,metacyc,PWY-5361,,9174,(5Z)-icosenoate biosynthesis,39626,1.14.19.10,1.14.19
2283.0,ME.2283,metacyc,PWY-6580,,8335,phosphatidylinositol biosynthesis I (bacteria),34683|34684|34685,5.5.1.4|3.1.3,5.5.1|3.1.3
2284.0,ME.2284,metacyc,PWY-6056,,8214,dimethylsulfoniopropanoate degradation II (cleavage),33942|33941,2.3.1,2.3.1
2285.0,ME.2285,metacyc,ARABCAT-PWY,,9066,L-arabinose degradation I,39068|39066|39066|39067,5.3.1.4|5.3.1.5|5.3.1.4|2.7.1.16,5.3.1|5.3.1|5.3.1|2.7.1
2286.0,ME.2286,metacyc,PWY-6046,,8234,dimethylsulfoniopropanoate degradation I (cleavage),34090,4.4.1.3,4.4.1
2287.0,ME.2287,metacyc,PWY-7691,,9064,"10,13-epoxy-11-methyl-octadecadienoate biosynthesis",39059|39060,2.1.1,2.1.1
2288.0,ME.2288,metacyc,GLUTAMATE-DEG1-PWY,,10754,L-glutamate degradation I,48605,1.4.1.2,1.4.1
2289.0,ME.2289,metacyc,PWY-7650,,7744,echinocandin B biosynthesis,31284|31276|31281|31278|31285|31279|31280|31277|31282|31283,1.14.13|6.1|6.3.2|6.3.2|6.3.2|6.3.2|6.1|6.3.2|6.3.2,1.14.13|6.1|6.3.2|6.3.2|6.3.2|6.3.2|6.1|6.3.2|6.3.2
2290.0,ME.2290,metacyc,PWY-7383,,10752,"anaerobic energy metabolism (invertebrates, cytosol)",48597|48598|48599|48600|48601|48596|48597|48597|48597|48597|48597|48597|48597|48597|48597|48597|48597,1.1.1.82|2.6.1.2|2.6.1.1|2.7.1.40|4.1.1.32|4.1.1.32|1.1.1.27|1.1.1.95|1.1.1.337|1.1.1.85|1.1.1.375|1.1.1.38|1.1.1.81|1.1.1.28|1.1.1.37|1.1.1.96|1.1.1.299,1.1.1|2.6.1|2.6.1|2.7.1|4.1.1|4.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1
2291.0,ME.2291,metacyc,PWY-5642,,9233,"2,4-dinitrotoluene degradation",39921|39923|39924|39920|39925|39922|39919,1.14.13.210|1.13.11|5.3.2|1.14.12.24|3.7.1|1.2.1.27,1.14.13|1.13.11|5.3.2|1.14.12|3.7.1|1.2.1
2292.0,ME.2292,metacyc,PWY-5515,,7850,L-arabinose degradation II,31918|31916|31917|31918|31919|31918,1.1.1.21|1.1.1.10|1.1.1.12|1.1.1.307|1.1.1.21|1.1.1.2,1.1.1|1.1.1|1.1.1|1.1.1|1.1.1|1.1.1
2293.0,ME.2293,metacyc,PWY-5643,,10739,"2,6-dinitrotoluene degradation",48549|48551|48550,1.14.12.23,1.14.12
2294.0,ME.2294,metacyc,PWY-5497,,10890,purine nucleobases degradation II (anaerobic),49458|49473|49447|49448|49449|49450|49451|49452|49453|49453|49454|49455|49456|49456|49456|49456|49456|49457|49459|49460|49461|49462|49463|49465|49467|49468|49469|49470|49471|49472|49466|49464,1.17.1.4|3.5.4.8|3.5.4.9|1.2.7.1|4.3.1.4|1.5.1.5|2.3.1.8|2.7.2.1|2.7.2.15|1.17.1.4|4.3.1.17|4.3.1.17|4.4.1.25|4.4.1.13|4.4.1.28|4.4.1.35|3.5.99.10|3.5.1.10|3.5.4.3|1.17.1.9|2.1.2.1|2.1.2.4|3.5.1|3.5.2|3.5.1.10|2.1.2.4|2.1.2.1|1.17.1.4|1.17.1.4,1.17.1|3.5.4|3.5.4|1.2.7|4.3.1|1.5.1|2.3.1|2.7.2|2.7.2|1.17.1|4.3.1|4.3.1|4.4.1|4.4.1|4.4.1|4.4.1|3.5.99|3.5.1|3.5.4|1.17.1|2.1.2|2.1.2|3.5.1|3.5.2|3.5.1|2.1.2|2.1.2|1.17.1|1.17.1
2295.0,ME.2295,metacyc,GLUTSYN-PWY,,10047,L-glutamate biosynthesis I,44658,1.4.1.13,1.4.1
2296.0,ME.2296,metacyc,PWY-5362,,10154,sapienate biosynthesis,45206,1.14.19.26,1.14.19
2297.0,ME.2297,metacyc,PWY-7681,,10951,1-chloro-2-nitrobenzene degradation,49829,1.14.12.23,1.14.12
2298.0,ME.2298,metacyc,PWY66-421,,8932,homocarnosine biosynthesis,38284,6.3.2.11,6.3.2
2299.0,ME.2299,metacyc,P164-PWY,,8139,purine nucleobases degradation I (anaerobic),33454|33468|33466|33463|33457|33459|33460|33456|33455|33462|33461|33472|33457|33471|33470|33458|33469|33467|33465|33464,3.5.4.8|2.1.2.4|2.7.2.1|1.17.1.4|3.5.1.10|4.3.1.4|3.5.4.9|1.17.1.9|3.5.4.3|2.7.2.15|2.1.2.4|3.5.1.10|1.17.1.4|3.5.2|3.5.1|1.17.1.4|1.21.4.2,3.5.4|2.1.2|2.7.2|1.17.1|3.5.1|4.3.1|3.5.4|1.17.1|3.5.4|2.7.2|2.1.2|3.5.1|1.17.1|3.5.2|3.5.1|1.17.1|1.21.4
2300.0,ME.2300,metacyc,PWY-7535,,10151,lovastatin biosynthesis,45193|45192|45191|45190|45188|45189,2.3.1.244|2.3.1.238|3.1.2.31|1.14.14.125|1.14.14.124,2.3.1|2.3.1|3.1.2|1.14.14|1.14.14
2301.0,ME.2301,metacyc,PWY-7618,,10717,ricinoleate biosynthesis,48452|48453|48451,2.3.1.23|2.7.8.2|1.14.18.4,2.3.1|2.7.8|1.14.18
2302.0,ME.2302,metacyc,PWY-5517,,10496,L-arabinose degradation III,47174|47172|47176|47177|47175|47173,4.2.1.43|3.1.1.15|1.1.1.376|4.2.1.25|1.2.1.26,4.2.1|3.1.1|1.1.1|4.2.1|1.2.1
2303.0,ME.2303,metacyc,PWY-6100,,10008,L-carnitine biosynthesis,44349|44351|44350|44352,1.2.1.47|1.14.11.8|1.14.11.1,1.2.1|1.14.11|1.14.11
2304.0,ME.2304,metacyc,PWY66-420,,10885,carnosine biosynthesis,49436,6.3.2.11,6.3.2
2305.0,ME.2305,metacyc,GLUTSYNIII-PWY,,9213,L-glutamate biosynthesis III,39792|39792|39792,1.4.1.4|1.4.1.3|1.4.1.13,1.4.1|1.4.1|1.4.1
2306.0,ME.2306,metacyc,PWY-3941,,8333,beta-alanine biosynthesis II,34680|34679|34678|34677|34676|34681,3.1.2.4|6.2.1.17|4.2.1.116|2.6.1.18|1.1.1.59|1.3.8.1,3.1.2|6.2.1|4.2.1|2.6.1|1.1.1|1.3.8
2307.0,ME.2307,metacyc,PWY66-423,,9104,"fructose 2,6-bisphosphate biosynthesis",39217|39218,3.1.3.46|2.7.1.105,3.1.3|2.7.1
2308.0,ME.2308,metacyc,PWY-6405,,10200,Rapoport-Luebering glycolytic shunt,45526|45525|45527,3.1.3.80|5.4.2.4,3.1.3|5.4.2
2309.0,ME.2309,metacyc,PWY-5760,,10195,beta-alanine biosynthesis IV,45501|45502|45501,1.5.3.16|1.2.1.8|1.5.3.17,1.5.3|1.2.1|1.5.3
2310.0,ME.2310,metacyc,PPGPPMET-PWY,,9425,ppGpp metabolism,41007|41008|41004|41005|41006|41003,2.7.6.5|3.1.7.2|3.6.1.40|2.7.6.5|2.7.4.6|3.1.7.2,2.7.6|3.1.7|3.6.1|2.7.6|2.7.4|3.1.7
2311.0,ME.2311,metacyc,GLUGLNSYN-PWY,,9227,L-glutamate biosynthesis IV,39858,1.4.1.14,1.4.1
2312.0,ME.2312,metacyc,PWY-3981,,10388,beta-alanine biosynthesis I,46626|46627,1.4.3.22|1.2.1.8,1.4.3|1.2.1
2313.0,ME.2313,metacyc,PWY-7873,,9528,D-erythronate degradation II,41651|41650|41648|41649,5.3.1.35|2.7.1.217|4.1.1.104|1.1.1.410,5.3.1|2.7.1|4.1.1|1.1.1
2314.0,ME.2314,metacyc,PWY0-1261,,8599,anhydromuropeptides recycling I,36282|36274|36275|36276|36277|36278|36279|36280|36281|36283|36284|36285,6.3.2.45|5.4.2.10|3.5.1.25|1.3.1.98|2.3.1.157|2.5.1.7|2.7.7.23|2.7.1.170|4.2.1.126|3.5.1.28|3.2.1.52|3.4.17.13,6.3.2|5.4.2|3.5.1|1.3.1|2.3.1|2.5.1|2.7.7|2.7.1|4.2.1|3.5.1|3.2.1|3.4.17
2315.0,ME.2315,metacyc,PWY-3982,,9409,uracil degradation I (reductive),40903|40904|40902,3.5.2.2|1.3.1.2|3.5.1.6,3.5.2|1.3.1|3.5.1
2316.0,ME.2316,metacyc,PWY-7859,,9988,jasmonoyl-L-isoleucine inactivation,44250|44251|44247|44249|44248,3.5.1.127|2.4.1|2.8.2.39|1.14.14.48,3.5.1|2.4.1|2.8.2|1.14.14
2317.0,ME.2317,metacyc,GLUCONSUPER-PWY,,10249,D-gluconate degradation,45819,2.7.1.12,2.7.1
2318.0,ME.2318,metacyc,PWY-4341,,9067,L-glutamate biosynthesis V,39069,1.4.7.1,1.4.7
2319.0,ME.2319,metacyc,PWY-5155,,10321,beta-alanine biosynthesis III,46229,4.1.1.11,4.1.1
2320.0,ME.2320,metacyc,PWY-7883,,8406,anhydromuropeptides recycling II,35079|35080|35081|35082|35083|35084|35085|35086,2.7.1.170|6.3.2.45|2.7.1.221|2.7.7.99|3.1.3.105|3.5.1.28|3.2.1.52|3.4.17.13,2.7.1|6.3.2|2.7.1|2.7.7|3.1.3|3.5.1|3.2.1|3.4.17
2321.0,ME.2321,metacyc,PWY-7310,,8741,D-glucosaminate degradation,37182|37181|37181|37183,4.3.1.29|4.1.2.14|4.1.2.55|2.7.1.203,4.3.1|4.1.2|4.1.2|2.7.1
2323.0,ME.2323,metacyc,PWY-6297,,10060,tuberonate glucoside biosynthesis,44716|44715,2.4.1|1.14.13.228,2.4.1|1.14.13
2324.0,ME.2324,metacyc,PWY-6021,,10783,nitrilotriacetate degradation,48816|48817,1.14.14.10,1.14.14
2325.0,ME.2325,metacyc,GLUTAMATE-SYN2-PWY,,7848,L-glutamate biosynthesis II,31911|31911|31911,1.4.1.13|1.4.1.3|1.4.1.4,1.4.1|1.4.1|1.4.1
2326.0,ME.2326,metacyc,HOMOSERSYN-PWY,,9413,L-homoserine biosynthesis,40914|40913|40912,2.7.2.4|1.2.1.11|1.1.1.3,2.7.2|1.2.1|1.1.1
